Jahr,Bundesland,Hochschulart,Faechergruppe,Wert_EUR
2022-01-01T00:00:00.000Z,Hessen,Fachhochschulen,"Kunst, Kunstwissenschaft",3230000.0
2022-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Niedersachsen,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Universitäten (ohne Medizinische Einrichtungen),"Mathematik, Naturwissenschaften",2.7832E7
2021-01-01T00:00:00.000Z,Hessen,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",4.1871E7
2022-01-01T00:00:00.000Z,Bremen,Kunsthochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2020-01-01T00:00:00.000Z,Thüringen,Pädagogische Hochschulen,Sport,
2021-01-01T00:00:00.000Z,Baden-Württemberg,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.26496E8
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2021-01-01T00:00:00.000Z,Berlin,Kunsthochschulen,"Kunst, Kunstwissenschaft",2.3414E7
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Verwaltungsfachhochschulen,Sport,
2020-01-01T00:00:00.000Z,Rheinland-Pfalz,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Niedersachsen,Medizinische Einrichtungen der Universitäten,Sport,
2020-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",7251000.0
2019-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,3.02634E8
2022-01-01T00:00:00.000Z,Sachsen,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,1.4675E7
2022-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),"Mathematik, Naturwissenschaften",1.59201E8
2020-01-01T00:00:00.000Z,Niedersachsen,Theologische Hochschulen,Sport,
2021-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Berlin,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Niedersachsen,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,1.421504E9
2021-01-01T00:00:00.000Z,Bremen,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Medizinische Einrichtungen der Universitäten,Sport,
2022-01-01T00:00:00.000Z,Brandenburg,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Saarland,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",3219000.0
2022-01-01T00:00:00.000Z,Sachsen,Fachhochschulen,Geisteswissenschaften,167000.0
2021-01-01T00:00:00.000Z,Brandenburg,Kunsthochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Sachsen,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,1.405733E9
2022-01-01T00:00:00.000Z,Bremen,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,"Kunst, Kunstwissenschaft",35000.0
2020-01-01T00:00:00.000Z,Bayern,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1515000.0
2020-01-01T00:00:00.000Z,Brandenburg,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",1330000.0
2020-01-01T00:00:00.000Z,Niedersachsen,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,2.00548E8
2020-01-01T00:00:00.000Z,Niedersachsen,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",440000.0
2020-01-01T00:00:00.000Z,Hessen,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",3.8596E7
2020-01-01T00:00:00.000Z,Thüringen,Kunsthochschulen,"Kunst, Kunstwissenschaft",559000.0
2021-01-01T00:00:00.000Z,Niedersachsen,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Hessen,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),4380000.0
2021-01-01T00:00:00.000Z,Thüringen,Universitäten (ohne Medizinische Einrichtungen),Sport,464000.0
2021-01-01T00:00:00.000Z,Bremen,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Berlin,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),"Mathematik, Naturwissenschaften",4.5632E7
2020-01-01T00:00:00.000Z,Saarland,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",1968000.0
2020-01-01T00:00:00.000Z,Brandenburg,Pädagogische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Bremen,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Saarland,Medizinische Einrichtungen der Universitäten,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.6354E7
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Sachsen-Anhalt,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2022-01-01T00:00:00.000Z,Thüringen,Universitäten (ohne Medizinische Einrichtungen),Sport,465000.0
2019-01-01T00:00:00.000Z,Hamburg,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Hessen,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Bayern,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Hessen,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Niedersachsen,Medizinische Einrichtungen der Universitäten,Sport,
2019-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Hamburg,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Niedersachsen,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,2.5205E7
2019-01-01T00:00:00.000Z,Bremen,Medizinische Einrichtungen der Universitäten,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Baden-Württemberg,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",6.0015E7
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,8.42914E8
2021-01-01T00:00:00.000Z,Berlin,Medizinische Einrichtungen der Universitäten,Sport,
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2021-01-01T00:00:00.000Z,Thüringen,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Saarland,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Kunsthochschulen,"Kunst, Kunstwissenschaft",280000.0
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Bayern,Kunsthochschulen,Ingenieurwissenschaften,3000.0
2019-01-01T00:00:00.000Z,Hessen,Kunsthochschulen,Sport,
2020-01-01T00:00:00.000Z,Berlin,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Saarland,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Berlin,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2020-01-01T00:00:00.000Z,Berlin,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Brandenburg,Pädagogische Hochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Bremen,Kunsthochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Bremen,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",197000.0
2020-01-01T00:00:00.000Z,Baden-Württemberg,Pädagogische Hochschulen,Ingenieurwissenschaften,504000.0
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,7.77879E8
2019-01-01T00:00:00.000Z,Hessen,Medizinische Einrichtungen der Universitäten,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,3.3334E7
2020-01-01T00:00:00.000Z,Hessen,Verwaltungsfachhochschulen,Ingenieurwissenschaften,1000.0
2019-01-01T00:00:00.000Z,Saarland,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Hamburg,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Saarland,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Bayern,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Hamburg,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",1.02416E8
2019-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Fachhochschulen,Geisteswissenschaften,11000.0
2021-01-01T00:00:00.000Z,Berlin,Kunsthochschulen,Geisteswissenschaften,1935000.0
2022-01-01T00:00:00.000Z,Saarland,Kunsthochschulen,"Kunst, Kunstwissenschaft",0.0
2021-01-01T00:00:00.000Z,Brandenburg,Kunsthochschulen,Sport,
2019-01-01T00:00:00.000Z,Hessen,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Bremen,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,Sport,
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Fachhochschulen,Geisteswissenschaften,285000.0
2020-01-01T00:00:00.000Z,Saarland,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",112000.0
2022-01-01T00:00:00.000Z,Hamburg,Pädagogische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,8.0393E7
2022-01-01T00:00:00.000Z,Bayern,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",8.3263E7
2019-01-01T00:00:00.000Z,Thüringen,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Sachsen,Medizinische Einrichtungen der Universitäten,Sport,
2020-01-01T00:00:00.000Z,Saarland,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,5.51825E8
2021-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,Sport,
2021-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,7.3579E7
2019-01-01T00:00:00.000Z,Hamburg,Fachhochschulen,"Mathematik, Naturwissenschaften",708000.0
2020-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,Sport,
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Kunsthochschulen,Ingenieurwissenschaften,7000.0
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Sachsen,Pädagogische Hochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Baden-Württemberg,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",3043000.0
2022-01-01T00:00:00.000Z,Thüringen,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Saarland,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Thüringen,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Sachsen,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Medizinische Einrichtungen der Universitäten,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Baden-Württemberg,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",1.09043E8
2020-01-01T00:00:00.000Z,Bremen,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Pädagogische Hochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Theologische Hochschulen,Ingenieurwissenschaften,
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Fachhochschulen,"Kunst, Kunstwissenschaft",911000.0
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Pädagogische Hochschulen,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Berlin,Universitäten (ohne Medizinische Einrichtungen),Sport,649000.0
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Nordrhein-Westfalen,Pädagogische Hochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Brandenburg,Theologische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Brandenburg,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Brandenburg,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Hessen,Theologische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Hessen,Fachhochschulen,Sport,21000.0
2022-01-01T00:00:00.000Z,Niedersachsen,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2022-01-01T00:00:00.000Z,Nordrhein-Westfalen,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.7148E7
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Universitäten (ohne Medizinische Einrichtungen),Sport,1.6514E7
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Niedersachsen,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Fachhochschulen,Sport,
2022-01-01T00:00:00.000Z,Thüringen,Medizinische Einrichtungen der Universitäten,Sport,
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Kunsthochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Nordrhein-Westfalen,Verwaltungsfachhochschulen,Sport,
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",391000.0
2019-01-01T00:00:00.000Z,Thüringen,Kunsthochschulen,"Kunst, Kunstwissenschaft",1248000.0
2022-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",1.28759E8
2022-01-01T00:00:00.000Z,Hessen,Verwaltungsfachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Sachsen,Fachhochschulen,"Kunst, Kunstwissenschaft",1119000.0
2019-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,Sport,
2022-01-01T00:00:00.000Z,Berlin,Verwaltungsfachhochschulen,Sport,
2019-01-01T00:00:00.000Z,Sachsen,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2020-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),"Mathematik, Naturwissenschaften",1.31634E8
2022-01-01T00:00:00.000Z,Bremen,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Theologische Hochschulen,Sport,
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Kunsthochschulen,Sport,
2019-01-01T00:00:00.000Z,Hessen,Fachhochschulen,Geisteswissenschaften,4209000.0
2019-01-01T00:00:00.000Z,Brandenburg,Verwaltungsfachhochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Brandenburg,Theologische Hochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Bayern,Pädagogische Hochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Sachsen,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2020-01-01T00:00:00.000Z,Rheinland-Pfalz,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,4.7624E7
2019-01-01T00:00:00.000Z,Bremen,Verwaltungsfachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),"Mathematik, Naturwissenschaften",1.20777E8
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Saarland,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Bremen,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Hessen,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Brandenburg,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2021-01-01T00:00:00.000Z,Sachsen,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,1.3979E7
2021-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),8.0602E7
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Rheinland-Pfalz,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,1380000.0
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2020-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Sachsen,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",1.7183E7
2020-01-01T00:00:00.000Z,Thüringen,Verwaltungsfachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Thüringen,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",1583000.0
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Verwaltungsfachhochschulen,Sport,
2019-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Pädagogische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Bayern,Verwaltungsfachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Sachsen,Kunsthochschulen,Sport,
2019-01-01T00:00:00.000Z,Brandenburg,Pädagogische Hochschulen,Sport,
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Fachhochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Kunsthochschulen,Ingenieurwissenschaften,
2021-01-01T00:00:00.000Z,Berlin,Pädagogische Hochschulen,Sport,
2020-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,"Kunst, Kunstwissenschaft",1.0905E7
2019-01-01T00:00:00.000Z,Niedersachsen,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,2466000.0
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Fachhochschulen,Ingenieurwissenschaften,1.5895E7
2019-01-01T00:00:00.000Z,Baden-Württemberg,Verwaltungsfachhochschulen,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Baden-Württemberg,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Nordrhein-Westfalen,Theologische Hochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Brandenburg,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,1.1709E7
2019-01-01T00:00:00.000Z,Baden-Württemberg,Medizinische Einrichtungen der Universitäten,Sport,
2019-01-01T00:00:00.000Z,Brandenburg,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),0.0
2022-01-01T00:00:00.000Z,Bremen,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,4.2591E7
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,4131000.0
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Thüringen,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Hessen,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),6206000.0
2021-01-01T00:00:00.000Z,Sachsen,Fachhochschulen,"Mathematik, Naturwissenschaften",6613000.0
2019-01-01T00:00:00.000Z,Hessen,Theologische Hochschulen,Sport,
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Theologische Hochschulen,Geisteswissenschaften,944000.0
2021-01-01T00:00:00.000Z,Thüringen,Theologische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Sachsen,Pädagogische Hochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Niedersachsen,Fachhochschulen,"Mathematik, Naturwissenschaften",
