Jahr,Bundesland,Hochschulart,Faechergruppe,Wert_EUR
2020-01-01T00:00:00.000Z,Baden-Württemberg,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,4.32736E8
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Fachhochschulen,Ingenieurwissenschaften,1.1248E7
2021-01-01T00:00:00.000Z,Niedersachsen,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",3.9577E7
2019-01-01T00:00:00.000Z,Niedersachsen,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",1941000.0
2021-01-01T00:00:00.000Z,Bremen,Verwaltungsfachhochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Pädagogische Hochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Fachhochschulen,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,Sport,
2022-01-01T00:00:00.000Z,Niedersachsen,Kunsthochschulen,"Kunst, Kunstwissenschaft",1181000.0
2022-01-01T00:00:00.000Z,Brandenburg,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2020-01-01T00:00:00.000Z,Niedersachsen,Fachhochschulen,"Kunst, Kunstwissenschaft",1128000.0
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Medizinische Einrichtungen der Universitäten,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Theologische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2022-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",4255000.0
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",1.2415E7
2020-01-01T00:00:00.000Z,Thüringen,Kunsthochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Brandenburg,Theologische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),5.4308E7
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Pädagogische Hochschulen,"Mathematik, Naturwissenschaften",
2021-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",2.6802E7
2019-01-01T00:00:00.000Z,Berlin,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Bayern,Fachhochschulen,"Kunst, Kunstwissenschaft",160000.0
2022-01-01T00:00:00.000Z,Bayern,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Bayern,Theologische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Theologische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Thüringen,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",1.7406E7
2021-01-01T00:00:00.000Z,Baden-Württemberg,Verwaltungsfachhochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Bremen,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Verwaltungsfachhochschulen,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,2.4074E7
2019-01-01T00:00:00.000Z,Niedersachsen,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.31309E8
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Brandenburg,Kunsthochschulen,Sport,
2019-01-01T00:00:00.000Z,Bremen,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",759000.0
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Bremen,Kunsthochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Hessen,Fachhochschulen,Ingenieurwissenschaften,9691000.0
2022-01-01T00:00:00.000Z,Sachsen,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Rheinland-Pfalz,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Hessen,Fachhochschulen,Sport,0.0
2022-01-01T00:00:00.000Z,Hamburg,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,1794000.0
2022-01-01T00:00:00.000Z,Bremen,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),943000.0
2022-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",2615000.0
2021-01-01T00:00:00.000Z,Saarland,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Saarland,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Hessen,Pädagogische Hochschulen,Sport,
2019-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,Sport,
2020-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Pädagogische Hochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Berlin,Verwaltungsfachhochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Thüringen,Pädagogische Hochschulen,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Bremen,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.5872E7
2020-01-01T00:00:00.000Z,Baden-Württemberg,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Hessen,Kunsthochschulen,Sport,
2022-01-01T00:00:00.000Z,Hessen,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Brandenburg,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,3041000.0
2022-01-01T00:00:00.000Z,Thüringen,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),0.0
2020-01-01T00:00:00.000Z,Niedersachsen,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",370000.0
2021-01-01T00:00:00.000Z,Hessen,Fachhochschulen,"Mathematik, Naturwissenschaften",1408000.0
2022-01-01T00:00:00.000Z,Niedersachsen,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.2985E7
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Theologische Hochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Sachsen,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,0.0
2021-01-01T00:00:00.000Z,Saarland,Theologische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Brandenburg,Fachhochschulen,"Mathematik, Naturwissenschaften",1325000.0
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Niedersachsen,Theologische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Bayern,Kunsthochschulen,Geisteswissenschaften,0.0
2022-01-01T00:00:00.000Z,Bremen,Fachhochschulen,Sport,
2019-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,3.69783E8
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Theologische Hochschulen,Ingenieurwissenschaften,
2021-01-01T00:00:00.000Z,Saarland,Theologische Hochschulen,Sport,
2022-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),5.8344E7
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Verwaltungsfachhochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Sachsen,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,9.6745E7
2022-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,5.2503E7
2019-01-01T00:00:00.000Z,Berlin,Universitäten (ohne Medizinische Einrichtungen),"Mathematik, Naturwissenschaften",1.41494E8
2022-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",3.452E7
2021-01-01T00:00:00.000Z,Saarland,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2020-01-01T00:00:00.000Z,Bayern,Fachhochschulen,Geisteswissenschaften,851000.0
2020-01-01T00:00:00.000Z,Saarland,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Bremen,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Hamburg,Kunsthochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Sachsen,Kunsthochschulen,Sport,
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),116000.0
2021-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,3.0986E7
2020-01-01T00:00:00.000Z,Brandenburg,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Niedersachsen,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",5608000.0
2021-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2021-01-01T00:00:00.000Z,Niedersachsen,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Hamburg,Fachhochschulen,Ingenieurwissenschaften,7802000.0
2020-01-01T00:00:00.000Z,Thüringen,Kunsthochschulen,Sport,
2021-01-01T00:00:00.000Z,Berlin,Fachhochschulen,"Kunst, Kunstwissenschaft",1038000.0
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Niedersachsen,Fachhochschulen,Sport,
2019-01-01T00:00:00.000Z,Baden-Württemberg,Theologische Hochschulen,Sport,
2019-01-01T00:00:00.000Z,Bayern,Kunsthochschulen,"Kunst, Kunstwissenschaft",4590000.0
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",1.2565E7
2022-01-01T00:00:00.000Z,Brandenburg,Fachhochschulen,Ingenieurwissenschaften,9706000.0
2021-01-01T00:00:00.000Z,Thüringen,Theologische Hochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),"Mathematik, Naturwissenschaften",3.10916E8
2020-01-01T00:00:00.000Z,Hamburg,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Baden-Württemberg,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),372000.0
2019-01-01T00:00:00.000Z,Brandenburg,Kunsthochschulen,"Kunst, Kunstwissenschaft",
2020-01-01T00:00:00.000Z,Hessen,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),3214000.0
2019-01-01T00:00:00.000Z,Bayern,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Thüringen,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Nordrhein-Westfalen,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",1114000.0
2020-01-01T00:00:00.000Z,Bayern,Theologische Hochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",2870000.0
2019-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,"Kunst, Kunstwissenschaft",1743000.0
2022-01-01T00:00:00.000Z,Bayern,Verwaltungsfachhochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Baden-Württemberg,Kunsthochschulen,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",2.1476E7
2019-01-01T00:00:00.000Z,Brandenburg,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Brandenburg,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",148000.0
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Saarland,Kunsthochschulen,"Kunst, Kunstwissenschaft",0.0
2021-01-01T00:00:00.000Z,Thüringen,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Brandenburg,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Niedersachsen,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",2080000.0
2021-01-01T00:00:00.000Z,Hamburg,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Brandenburg,Fachhochschulen,Ingenieurwissenschaften,7503000.0
2019-01-01T00:00:00.000Z,Bayern,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",1.1786E7
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Hessen,Fachhochschulen,Ingenieurwissenschaften,1.6249E7
2022-01-01T00:00:00.000Z,Sachsen,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Nordrhein-Westfalen,Kunsthochschulen,"Kunst, Kunstwissenschaft",4568000.0
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
2021-01-01T00:00:00.000Z,Bremen,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Hamburg,Kunsthochschulen,Sport,
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Brandenburg,Kunsthochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Hamburg,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2021-01-01T00:00:00.000Z,Sachsen-Anhalt,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,4.5719E7
2022-01-01T00:00:00.000Z,Saarland,Fachhochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Universitäten (ohne Medizinische Einrichtungen),"Mathematik, Naturwissenschaften",9.6047E7
2021-01-01T00:00:00.000Z,Hessen,Theologische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Brandenburg,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Bayern,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),103000.0
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Kunsthochschulen,Sport,
2019-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,Sport,
2021-01-01T00:00:00.000Z,Sachsen,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Hessen,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Sachsen,Fachhochschulen,Sport,
2021-01-01T00:00:00.000Z,Sachsen-Anhalt,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Bremen,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,75000.0
2020-01-01T00:00:00.000Z,Hamburg,Theologische Hochschulen,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Berlin,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Bremen,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Brandenburg,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Fachhochschulen,Geisteswissenschaften,25000.0
2019-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,1726000.0
2020-01-01T00:00:00.000Z,Sachsen,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),84000.0
2022-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,Ingenieurwissenschaften,1.4865E7
2020-01-01T00:00:00.000Z,Rheinland-Pfalz,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",1.8104E7
2019-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",5555000.0
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",5950000.0
2020-01-01T00:00:00.000Z,Brandenburg,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),2.9549E7
2021-01-01T00:00:00.000Z,Sachsen-Anhalt,Kunsthochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Fachhochschulen,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Thüringen,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,4.6467E7
2019-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2022-01-01T00:00:00.000Z,Berlin,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Verwaltungsfachhochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Hamburg,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Hamburg,Pädagogische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Hessen,Pädagogische Hochschulen,Sport,
2020-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",7.7402E7
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Theologische Hochschulen,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Fachhochschulen,"Mathematik, Naturwissenschaften",839000.0
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Saarland,Universitäten (ohne Medizinische Einrichtungen),"Mathematik, Naturwissenschaften",1.0601E7
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Baden-Württemberg,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",20000.0
2019-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",3.0302E7
2019-01-01T00:00:00.000Z,Niedersachsen,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Saarland,Medizinische Einrichtungen der Universitäten,Sport,
2020-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",6.0671E7
2020-01-01T00:00:00.000Z,Thüringen,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2020-01-01T00:00:00.000Z,Saarland,Pädagogische Hochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Kunsthochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Bremen,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,819000.0
2020-01-01T00:00:00.000Z,Hessen,Pädagogische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Pädagogische Hochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Bayern,Pädagogische Hochschulen,Sport,
2019-01-01T00:00:00.000Z,Thüringen,Medizinische Einrichtungen der Universitäten,Sport,
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,"Kunst, Kunstwissenschaft",703000.0
2020-01-01T00:00:00.000Z,Brandenburg,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2020-01-01T00:00:00.000Z,Thüringen,Universitäten (ohne Medizinische Einrichtungen),Sport,347000.0
2019-01-01T00:00:00.000Z,Sachsen,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Saarland,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,9525000.0
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Saarland,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2020-01-01T00:00:00.000Z,Saarland,Fachhochschulen,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Thüringen,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Nordrhein-Westfalen,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Kunsthochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Kunsthochschulen,"Kunst, Kunstwissenschaft",40000.0
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Saarland,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",2034000.0
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Fachhochschulen,"Mathematik, Naturwissenschaften",1028000.0
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Pädagogische Hochschulen,Ingenieurwissenschaften,
